query,time
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_C1.txt, 1:05.05
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_C2.txt, 0:12.00
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_C3.txt, 19:13.08
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_F1.txt, 0:07.72
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_F2.txt, 0:09.90
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_F3.txt, 0:14.69
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_F4.txt, 0:21.94
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_F5.txt, 0:38.07
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L1.txt, 0:56.73
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L2.txt, 0:32.12
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L3.txt, 0:36.37
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L4.txt, 0:12.91
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_L5.txt, 1:08.92
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S1.txt, 3:51.02
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S2.txt, 0:20.56
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S3.txt, 0:21.51
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S4.txt, 0:18.73
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S5.txt, 0:05.61
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S6.txt, 0:04.57
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_10_S7.txt, 0:04.65
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_C1.txt, 1:05.00
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_C2.txt, 0:11.95
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_C3.txt, 19:18.08
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F1.txt, 0:07.73
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F2.txt, 0:06.55
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F3.txt, 0:15.09
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F4.txt, 1:02.01
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_F5.txt, 0:07.74
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L1.txt, 0:56.66
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L2.txt, 0:32.22
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L3.txt, 0:37.34
watdiv/watdiv/bin/Release/datasets/100k/gen_queries/gen_queries_11_L4.txt, 0:13.07
