query,time
/opt/benchmark/queries/10M/gen_queries_10_C1.txt, 1:42.44
/opt/benchmark/queries/10M/gen_queries_10_C2.txt, 18:41.25
/opt/benchmark/queries/10M/gen_queries_10_C3.txt, 0:30.11
/opt/benchmark/queries/10M/gen_queries_10_F1.txt, 0:59.91
/opt/benchmark/queries/10M/gen_queries_10_F2.txt, 0:36.90
/opt/benchmark/queries/10M/gen_queries_10_F3.txt, 1:00.32
/opt/benchmark/queries/10M/gen_queries_10_F4.txt, 0:31.79
/opt/benchmark/queries/10M/gen_queries_10_F5.txt, 0:41.07
/opt/benchmark/queries/10M/gen_queries_10_L1.txt, 0:12.91
/opt/benchmark/queries/10M/gen_queries_10_L2.txt, 1:47.14
/opt/benchmark/queries/10M/gen_queries_10_L3.txt, 0:03.78
/opt/benchmark/queries/10M/gen_queries_10_L4.txt, 1:17.64
/opt/benchmark/queries/10M/gen_queries_10_L5.txt, 1:08.67
/opt/benchmark/queries/10M/gen_queries_10_S1.txt, 0:20.42
/opt/benchmark/queries/10M/gen_queries_10_S2.txt, 0:17.13
/opt/benchmark/queries/10M/gen_queries_10_S3.txt, 1:04.70
/opt/benchmark/queries/10M/gen_queries_10_S4.txt, 0:45.78
/opt/benchmark/queries/10M/gen_queries_10_S5.txt, 1:03.87
/opt/benchmark/queries/10M/gen_queries_10_S6.txt, 0:10.56
/opt/benchmark/queries/10M/gen_queries_10_S7.txt, 0:00.68
/opt/benchmark/queries/10M/gen_queries_11_C1.txt, 2:15.40
/opt/benchmark/queries/10M/gen_queries_11_C2.txt, 3:27.59
/opt/benchmark/queries/10M/gen_queries_11_C3.txt, 0:30.03
/opt/benchmark/queries/10M/gen_queries_11_F1.txt, 1:07.34
/opt/benchmark/queries/10M/gen_queries_11_F2.txt, 0:24.13
/opt/benchmark/queries/10M/gen_queries_11_F3.txt, 0:11.02
/opt/benchmark/queries/10M/gen_queries_11_F4.txt, 0:00.96
/opt/benchmark/queries/10M/gen_queries_11_F5.txt, 0:51.82
/opt/benchmark/queries/10M/gen_queries_11_L1.txt, 0:15.22
/opt/benchmark/queries/10M/gen_queries_11_L2.txt, 1:57.45
/opt/benchmark/queries/10M/gen_queries_11_L3.txt, 0:03.94
/opt/benchmark/queries/10M/gen_queries_11_L4.txt, 0:55.34
/opt/benchmark/queries/10M/gen_queries_11_L5.txt, 0:27.44
/opt/benchmark/queries/10M/gen_queries_11_S1.txt, 0:39.98
/opt/benchmark/queries/10M/gen_queries_11_S2.txt, 0:19.99
/opt/benchmark/queries/10M/gen_queries_11_S3.txt, 0:51.87
/opt/benchmark/queries/10M/gen_queries_11_S4.txt, 0:44.54
/opt/benchmark/queries/10M/gen_queries_11_S5.txt, 0:23.86
/opt/benchmark/queries/10M/gen_queries_11_S6.txt, 0:10.88
/opt/benchmark/queries/10M/gen_queries_11_S7.txt, 0:00.68
/opt/benchmark/queries/10M/gen_queries_12_C1.txt, 0:32.55
/opt/benchmark/queries/10M/gen_queries_12_C2.txt, 1:59.23
/opt/benchmark/queries/10M/gen_queries_12_C3.txt, 0:36.64
/opt/benchmark/queries/10M/gen_queries_12_F1.txt, 1:03.41
/opt/benchmark/queries/10M/gen_queries_12_F2.txt, 0:28.56
/opt/benchmark/queries/10M/gen_queries_12_F3.txt, 0:17.67
/opt/benchmark/queries/10M/gen_queries_12_F4.txt, 0:35.03
/opt/benchmark/queries/10M/gen_queries_12_F5.txt, 0:29.62
/opt/benchmark/queries/10M/gen_queries_12_L1.txt, 0:13.78
/opt/benchmark/queries/10M/gen_queries_12_L2.txt, 1:42.11
/opt/benchmark/queries/10M/gen_queries_12_L3.txt, 0:04.79
/opt/benchmark/queries/10M/gen_queries_12_L4.txt, 0:25.93
/opt/benchmark/queries/10M/gen_queries_12_L5.txt, 0:30.23
/opt/benchmark/queries/10M/gen_queries_12_S1.txt, 0:21.17
/opt/benchmark/queries/10M/gen_queries_12_S2.txt, 0:23.30
/opt/benchmark/queries/10M/gen_queries_12_S3.txt, 0:14.82
/opt/benchmark/queries/10M/gen_queries_12_S4.txt, 0:24.35
/opt/benchmark/queries/10M/gen_queries_12_S5.txt, 0:12.63
/opt/benchmark/queries/10M/gen_queries_12_S6.txt, 0:11.31
/opt/benchmark/queries/10M/gen_queries_12_S7.txt, 0:00.71
/opt/benchmark/queries/10M/gen_queries_13_C1.txt, 0:34.49
/opt/benchmark/queries/10M/gen_queries_13_C2.txt, 8:41.74
/opt/benchmark/queries/10M/gen_queries_13_C3.txt, 0:02.49
/opt/benchmark/queries/10M/gen_queries_13_F1.txt, 0:00.87
/opt/benchmark/queries/10M/gen_queries_13_F2.txt, 0:53.51
/opt/benchmark/queries/10M/gen_queries_13_F3.txt, 0:00.74
/opt/benchmark/queries/10M/gen_queries_13_F4.txt, 0:01.06
/opt/benchmark/queries/10M/gen_queries_13_F5.txt, 0:29.14
/opt/benchmark/queries/10M/gen_queries_13_L1.txt, 0:14.95
